"Longitude","Latitude","Title","Treezone"
"151.004655","-33.968418","Callistemon viminalis","TZ1"
"151.004692","-33.968294","Callistemon viminalis","TZ1"
"151.004899","-33.967762","Callistemon viminalis","TZ1"
"151.00493","-33.967597","Brachychiton acerifolius","TZ1"
"151.003269","-33.948448","Callistemon viminalis","TZ1"
"151.002789","-33.949364","Callistemon viminalis","TZ1"
"151.004961","-33.967501","Eucalyptus paniculata","TZ1"
"151.002721","-33.949368","Callistemon viminalis","TZ1"
"151.003267","-33.94856","Eucalyptus sp.","TZ1"
"151.003227","-33.948669","Eucalyptus ficifolia (grafted stock)","TZ1"
"151.002647","-33.949372","Callistemon viminalis","TZ1"
"151.004948","-33.967414","Callistemon viminalis","TZ1"
"151.004991","-33.967299","Prunus cerasifera 'Nigra'","TZ1"
"151.003185","-33.948765","Jacaranda mimosifolia","TZ1"
"151.002782","-33.949387","Pistachia chinensis","TZ1"
"151.003177","-33.948947","Eucalyptus cinerea","TZ1"
"151.00224","-33.949436","Pistachia chinensis","TZ1"
"151.004175","-33.967124","Callistemon viminalis","TZ1"
"151.001891","-33.949475","Pistachia chinensis","TZ1"
"151.003117","-33.949144","Eucalyptus sp.","TZ1"
"151.00508","-33.966795","Callistemon viminalis","TZ1"
"151.00513","-33.966618","Callistemon viminalis","TZ1"
"151.002912","-33.949293","Eucalyptus sp.","TZ1"
"151.00513","-33.966477","Callistemon viminalis","TZ1"
"151.002941","-33.949236","Eucalyptus sp.","TZ1"
"151.005108","-33.966369","Callistemon viminalis","TZ1"
"151.001209","-33.949391","Callistemon viminalis","TZ1"
"151.002978","-33.949062","Eucalyptus sideroxylon","TZ1"
"151.001093","-33.949413","Callistemon viminalis","TZ1"
"151.005172","-33.966319","Callistemon viminalis","TZ1"
"151.003018","-33.948924","Eucalyptus sideroxylon","TZ1"
"151.005315","-33.96637","Callistemon viminalis","TZ1"
"151.001083","-33.949316","Callistemon viminalis","TZ1"
"151.003057","-33.948767","Eucalyptus nicholii","TZ1"
"151.005274","-33.966488","Callistemon viminalis","TZ1"
"151.001091","-33.949208","Callistemon viminalis","TZ1"
"151.005243","-33.966597","Callistemon viminalis","TZ1"
"151.00307","-33.948594","Eucalyptus sp.","TZ1"
"151.001229","-33.949183","Callistemon viminalis","TZ1"
"151.005223","-33.966703","Callistemon viminalis","TZ1"
"151.003147","-33.948435","Eucalyptus sideroxylon","TZ1"
"151.003175","-33.948309","Lophostemon confertus","TZ1"
"151.005198","-33.966855","Lophostemon confertus","TZ1"
"151.001135","-33.949061","Tristaniopsis laurina","TZ1"
"151.005162","-33.966979","Callistemon viminalis","TZ1"
"151.001164","-33.948903","Callistemon viminalis","TZ1"
"151.005135","-33.967142","Callistemon viminalis","TZ1"
"151.001299","-33.948901","Callistemon viminalis","TZ1"
"151.005103","-33.967291","Callistemon viminalis","TZ1"
"151.001399","-33.94845","Callistemon viminalis","TZ1"
"151.00506","-33.967486","Callistemon viminalis","TZ1"
"151.005058","-33.967565","Callistemon viminalis","TZ1"
"151.005019","-33.967682","Callistemon viminalis","TZ1"
"151.005015","-33.967896","Callistemon viminalis","TZ1"
"151.004975","-33.96798","Callistemon viminalis","TZ1"
"151.004901","-33.968118","Tristaniopsis laurina","TZ1"
"151.004795","-33.968326","Callistemon viminalis","TZ1"
"151.004764","-33.968828","Callistemon viminalis","TZ1"
"151.004773","-33.968947","Callistemon viminalis","TZ1"
"151.001557","-33.948149","Callistemon viminalis","TZ1"
"151.003199","-33.94811","Eucalyptus sideroxylon","TZ1"
"151.001588","-33.947998","Callistemon viminalis","TZ1"
"151.0047","-33.969256","Callistemon viminalis","TZ1"
"151.003251","-33.94796","Melaleuca bracteata","TZ1"
"151.004652","-33.969392","Callistemon viminalis","TZ1"
"151.001471","-33.947967","Callistemon viminalis","TZ1"
"151.004612","-33.969502","Callistemon viminalis","TZ1"
"151.001504","-33.947828","Callistemon viminalis","TZ1"
"151.003312","-33.947618","Lophostemon confertus","TZ1"
"151.004509","-33.969748","Callistemon viminalis","TZ1"
"151.001546","-33.947664","Callistemon viminalis","TZ1"
"151.001562","-33.947562","Callistemon viminalis","TZ1"
"151.00446","-33.969901","Melaleuca sp.","TZ1"
"151.003361","-33.947421","Melaleuca bracteata","TZ1"
"151.004452","-33.969981","Sapium sebiferum","TZ1"
"151.00159","-33.947455","Melaleuca quinquenervia","TZ1"
"151.001592","-33.947426","Callistemon viminalis","TZ1"
"151.001618","-33.947294","Callistemon viminalis","TZ1"
"151.001689","-33.946625","Olea europaea","TZ1"
"151.003532","-33.947411","Syzygium paniculatum","TZ1"
"151.001803","-33.946651","Callistemon sp.","TZ1"
"151.003507","-33.947445","Syzygium paniculatum","TZ1"
"151.001795","-33.946902","Callistemon viminalis","TZ1"
"151.003548","-33.947504","Unident / deciduous / Exotic","TZ1"
"151.0018","-33.947038","Callistemon viminalis","TZ1"
"151.00364","-33.947516","Unident / deciduous / Exotic","TZ1"
"151.001781","-33.947154","Robinia pseudoacacia","TZ1"
"151.00371","-33.94753","Other species (Exotic & Deciduous)","TZ1"
"151.003754","-33.947533","Gleditsia tricanthos","TZ1"
"151.001549","-33.948733","Callistemon viminalis","TZ1"
"151.001492","-33.948823","Callistemon viminalis","TZ1"
"151.003892","-33.947529","Liquidambar styraciflua","TZ1"
"151.003988","-33.947567","Melaleuca bracteata","TZ1"
"151.003038","-33.946542","Callistemon viminalis","TZ1"
"151.004265","-33.947353","Acacia sp. (Native & Evergreen)","TZ1"
"151.004382","-33.947553","Callistemon viminalis","TZ1"
